Date;1 Week;2 Weeks;1 Month;2 Months;3 Months;6 Months;9 Months;12 Months;EONIA;Inflation;Real_GDP_growth
27-5-2015;0.09;0.1;0.16;0.13;0.14;0.17;0.17;0.13;-0.114;0.5;-1.345743924
28-5-2015;0.09;0.1;0.14;0.13;0.14;0.17;0.17;0.13;-0.104;0.5;-1.345743924
29-5-2015;0.08;0.09;0.14;0.13;0.14;0.17;0.17;0.13;-0.08;0.5;-1.345743924
1-6-2015;0.12;0.12;0.13;0.11;0.12;0.16;0.16;0.14;-0.106;0.3;-1.345743924
2-6-2015;0.1;0.12;0.13;0.11;0.13;0.16;0.16;0.14;-0.122;0.3;-1.345743924
3-6-2015;0.1;0.12;0.13;0.11;0.13;0.15;0.16;0.14;-0.143;0.3;-1.345743924
4-6-2015;0.1;0.12;0.12;0.12;0.13;0.16;0.16;0.15;-0.138;0.3;-1.345743924
5-6-2015;0.1;0.12;0.12;0.12;0.13;0.15;0.16;0.14;-0.115;0.3;-1.345743924
8-6-2015;0.1;0.12;0.13;0.12;0.13;0.15;0.16;0.14;-0.127;0.3;-1.345743924
9-6-2015;0.12;0.12;0.12;0.12;0.13;0.15;0.16;0.14;-0.126;0.3;-1.345743924
10-6-2015;0.1;0.12;0.12;0.12;0.13;0.15;0.16;0.14;-0.117;0.3;-1.345743924
11-6-2015;0.1;0.12;0.13;0.12;0.13;0.16;0.16;0.13;-0.12;0.3;-1.345743924
12-6-2015;0.09;0.12;0.14;0.12;0.13;0.16;0.16;0.13;-0.125;0.3;-1.345743924
15-6-2015;0.09;0.1;0.14;0.12;0.13;0.16;0.17;0.15;-0.119;0.3;-1.345743924
16-6-2015;0.09;0.1;0.14;0.12;0.13;0.17;0.17;0.15;-0.125;0.3;-1.345743924
17-6-2015;0.09;0.1;0.14;0.12;0.13;0.18;0.17;0.14;-0.11;0.3;-1.345743924
18-6-2015;0.09;0.09;0.14;0.12;0.13;0.18;0.17;0.14;-0.118;0.3;-1.345743924
19-6-2015;0.08;0.09;0.14;0.12;0.13;0.18;0.17;0.14;-0.12;0.3;-1.345743924
22-6-2015;0.07;0.09;0.14;0.12;0.13;0.18;0.17;0.14;-0.127;0.3;-1.345743924
23-6-2015;0.1;0.13;0.14;0.12;0.13;0.18;0.17;0.14;-0.121;0.3;-1.345743924
24-6-2015;0.07;0.09;0.14;0.11;0.13;0.18;0.17;0.14;-0.111;0.3;-1.345743924
25-6-2015;0.1;0.13;0.14;0.11;0.13;0.18;0.17;0.14;-0.116;0.3;-1.345743924
26-6-2015;0.1;0.13;0.14;0.11;0.13;0.18;0.17;0.14;-0.123;0.3;-1.345743924
29-6-2015;0.07;0.1;0.11;0.11;0.13;0.18;0.17;0.14;-0.118;0.3;-1.345743924
30-6-2015;0.07;0.1;0.11;0.11;0.13;0.17;0.17;0.14;-0.06;0.3;-1.345743924
1-7-2015;0.12;0.12;0.11;0.11;0.13;0.17;0.17;0.14;-0.123;0.4;1.068155816
2-7-2015;0.08;0.12;0.11;0.11;0.13;0.17;0.17;0.14;-0.121;0.4;1.068155816
3-7-2015;0.08;0.12;0.11;0.11;0.13;0.17;0.17;0.14;-0.116;0.4;1.068155816
6-7-2015;0.08;0.12;0.1;0.1;0.13;0.17;0.17;0.14;-0.122;0.4;1.068155816
7-7-2015;0.14;0.12;0.1;0.1;0.13;0.17;0.16;0.14;-0.12;0.4;1.068155816
8-7-2015;0.08;0.12;0.1;0.11;0.14;0.17;0.16;0.14;-0.118;0.4;1.068155816
9-7-2015;0.09;0.12;0.11;0.11;0.14;0.17;0.16;0.13;-0.121;0.4;1.068155816
10-7-2015;0.09;0.12;0.11;0.11;0.14;0.17;0.16;0.13;-0.12;0.4;1.068155816
13-7-2015;0.09;0.12;0.11;0.11;0.14;0.17;0.16;0.12;-0.118;0.4;1.068155816
14-7-2015;0.09;0.12;0.11;0.11;0.14;0.16;0.15;0.11;-0.112;0.4;1.068155816
15-7-2015;0.09;0.12;0.11;0.11;0.14;0.16;0.15;0.11;-0.122;0.4;1.068155816
16-7-2015;0.09;0.11;0.11;0.11;0.14;0.16;0.15;0.12;-0.124;0.4;1.068155816
17-7-2015;0.08;0.11;0.11;0.11;0.14;0.16;0.15;0.12;-0.122;0.4;1.068155816
20-7-2015;0.08;0.11;0.11;0.11;0.14;0.16;0.15;0.12;-0.116;0.4;1.068155816
21-7-2015;0.08;0.11;0.11;0.11;0.14;0.16;0.15;0.13;-0.121;0.4;1.068155816
22-7-2015;0.08;0.11;0.11;0.11;0.14;0.16;0.15;0.13;-0.12;0.4;1.068155816
23-7-2015;0.07;0.11;0.11;0.11;0.14;0.16;0.15;0.13;-0.115;0.4;1.068155816
24-7-2015;0.07;0.11;0.11;0.11;0.14;0.16;0.16;0.12;-0.114;0.4;1.068155816
27-7-2015;0.07;0.11;0.11;0.11;0.14;0.16;0.16;0.12;-0.117;0.4;1.068155816
28-7-2015;0.07;0.11;0.12;0.11;0.14;0.16;0.16;0.12;-0.114;0.4;1.068155816
29-7-2015;0.07;0.11;0.12;0.11;0.14;0.16;0.16;0.13;-0.113;0.4;1.068155816
30-7-2015;0.09;0.11;0.12;0.11;0.14;0.16;0.16;0.13;-0.116;0.4;1.068155816
31-7-2015;0.09;0.11;0.12;0.11;0.14;0.16;0.16;0.13;-0.102;0.4;1.068155816
3-8-2015;0.13;0.11;0.11;0.11;0.14;0.16;0.16;0.13;-0.108;0.3;1.068155816
4-8-2015;0.12;0.14;0.11;0.12;0.15;0.16;0.16;0.14;-0.11;0.3;1.068155816
5-8-2015;0.07;0.11;0.11;0.12;0.15;0.16;0.16;0.14;-0.108;0.3;1.068155816
6-8-2015;0.08;0.11;0.11;0.12;0.15;0.16;0.16;0.14;-0.116;0.3;1.068155816
7-8-2015;0.07;0.11;0.11;0.12;0.15;0.16;0.16;0.14;-0.119;0.3;1.068155816
10-8-2015;0.07;0.11;0.11;0.12;0.15;0.16;0.16;0.14;-0.129;0.3;1.068155816
11-8-2015;0.07;0.11;0.11;0.12;0.15;0.16;0.17;0.15;-0.117;0.3;1.068155816
12-8-2015;0.07;0.11;0.11;0.12;0.15;0.17;0.17;0.15;-0.124;0.3;1.068155816
13-8-2015;0.07;0.11;0.13;0.12;0.15;0.17;0.17;0.15;-0.129;0.3;1.068155816
14-8-2015;0.07;0.1;0.13;0.12;0.15;0.17;0.17;0.15;-0.13;0.3;1.068155816
17-8-2015;0.07;0.1;0.13;0.12;0.15;0.17;0.17;0.15;-0.122;0.3;1.068155816
18-8-2015;0.07;0.1;0.13;0.12;0.15;0.17;0.17;0.15;-0.126;0.3;1.068155816
19-8-2015;0.07;0.1;0.14;0.13;0.16;0.17;0.17;0.15;-0.119;0.3;1.068155816
20-8-2015;0.07;0.1;0.13;0.13;0.16;0.19;0.17;0.15;-0.118;0.3;1.068155816
21-8-2015;0.06;0.13;0.13;0.13;0.16;0.18;0.17;0.15;-0.119;0.3;1.068155816
24-8-2015;0.06;0.1;0.13;0.13;0.16;0.18;0.17;0.15;-0.126;0.3;1.068155816
25-8-2015;0.13;0.1;0.13;0.13;0.16;0.18;0.18;0.15;-0.135;0.3;1.068155816
26-8-2015;0.06;0.1;0.13;0.13;0.16;0.18;0.18;0.15;-0.129;0.3;1.068155816
27-8-2015;0.06;0.1;0.13;0.13;0.16;0.21;0.18;0.15;-0.127;0.3;1.068155816
28-8-2015;0.13;0.11;0.18;0.13;0.16;0.18;0.18;0.15;-0.126;0.3;1.068155816
31-8-2015;0.06;0.1;0.13;0.12;0.15;0.18;0.18;0.15;-0.11;0.3;1.068155816
1-9-2015;0.09;0.12;0.14;0.13;0.16;0.18;0.18;0.15;-0.125;0.1;1.068155816
2-9-2015;0.09;0.12;0.14;0.13;0.16;0.18;0.18;0.15;-0.125;0.1;1.068155816
3-9-2015;0.09;0.12;0.14;0.13;0.16;0.18;0.18;0.15;-0.124;0.1;1.068155816
4-9-2015;0.09;0.12;0.14;0.13;0.16;0.18;0.17;0.14;-0.133;0.1;1.068155816
7-9-2015;0.09;0.12;0.14;0.13;0.16;0.18;0.17;0.14;-0.136;0.1;1.068155816
8-9-2015;0.08;0.11;0.14;0.13;0.16;0.18;0.18;0.15;-0.134;0.1;1.068155816
9-9-2015;0.08;0.11;0.14;0.13;0.16;0.18;0.18;0.15;-0.13;0.1;1.068155816
10-9-2015;0.08;0.12;0.14;0.13;0.16;0.18;0.18;0.15;-0.132;0.1;1.068155816
11-9-2015;0.08;0.12;0.14;0.13;0.16;0.18;0.18;0.15;-0.13;0.1;1.068155816
14-9-2015;0.08;0.12;0.13;0.14;0.16;0.18;0.18;0.15;-0.14;0.1;1.068155816
15-9-2015;0.08;0.1;0.13;0.14;0.16;0.17;0.18;0.15;-0.142;0.1;1.068155816
16-9-2015;0.08;0.1;0.14;0.14;0.16;0.17;0.18;0.15;-0.136;0.1;1.068155816
17-9-2015;0.08;0.1;0.14;0.14;0.16;0.17;0.18;0.15;-0.138;0.1;1.068155816
18-9-2015;0.08;0.1;0.14;0.14;0.16;0.17;0.18;0.15;-0.141;0.1;1.068155816
21-9-2015;0.08;0.1;0.14;0.14;0.17;0.17;0.18;0.15;-0.145;0.1;1.068155816
22-9-2015;0.06;0.1;0.14;0.14;0.16;0.18;0.18;0.15;-0.142;0.1;1.068155816
23-9-2015;0.1;0.1;0.14;0.14;0.17;0.18;0.19;0.16;-0.143;0.1;1.068155816
24-9-2015;0.06;0.1;0.14;0.14;0.17;0.18;0.19;0.15;-0.143;0.1;1.068155816
25-9-2015;0.1;0.1;0.13;0.13;0.17;0.18;0.19;0.15;-0.143;0.1;1.068155816
28-9-2015;0.06;0.1;0.13;0.13;0.18;0.19;0.19;0.15;-0.146;0.1;1.068155816
29-9-2015;0.06;0.1;0.13;0.13;0.17;0.19;0.19;0.15;-0.135;0.1;1.068155816
30-9-2015;0.07;0.1;0.13;0.13;0.18;0.2;0.2;0.16;-0.122;0.1;1.068155816
1-10-2015;0.08;0.12;0.14;0.14;0.18;0.2;0.2;0.16;-0.142;0.2;0.158295584
2-10-2015;0.08;0.12;0.13;0.14;0.18;0.2;0.2;0.16;-0.139;0.2;0.158295584
5-10-2015;0.1;0.12;0.13;0.14;0.18;0.2;0.2;0.16;-0.144;0.2;0.158295584
6-10-2015;0.08;0.12;0.13;0.17;0.18;0.2;0.2;0.17;-0.134;0.2;0.158295584
7-10-2015;0.08;0.12;0.13;0.14;0.18;0.2;0.2;0.17;-0.139;0.2;0.158295584
8-10-2015;0.08;0.12;0.13;0.14;0.18;0.19;0.19;0.17;-0.138;0.2;0.158295584
9-10-2015;0.08;0.12;0.13;0.14;0.18;0.19;0.19;0.17;-0.142;0.2;0.158295584
12-10-2015;0.08;0.12;0.13;0.14;0.18;0.19;0.19;0.17;-0.134;0.2;0.158295584
13-10-2015;0.1;0.12;0.18;0.14;0.18;0.19;0.19;0.17;-0.136;0.2;0.158295584
14-10-2015;0.08;0.12;0.13;0.14;0.18;0.19;0.19;0.17;-0.135;0.2;0.158295584
15-10-2015;0.1;0.11;0.13;0.16;0.18;0.18;0.18;0.13;-0.143;0.2;0.158295584
16-10-2015;0.08;0.11;0.13;0.16;0.18;0.18;0.18;0.13;-0.142;0.2;0.158295584
19-10-2015;0.09;0.11;0.13;0.16;0.18;0.18;0.18;0.14;-0.142;0.2;0.158295584
20-10-2015;0.09;0.11;0.13;0.16;0.18;0.18;0.18;0.13;-0.139;0.2;0.158295584
21-10-2015;0.09;0.11;0.13;0.16;0.18;0.18;0.18;0.12;-0.136;0.2;0.158295584
22-10-2015;0.1;0.11;0.13;0.16;0.18;0.18;0.18;0.13;-0.139;0.2;0.158295584
23-10-2015;0.05;0.09;0.11;0.15;0.16;0.17;0.16;0.11;-0.134;0.2;0.158295584
26-10-2015;0.08;0.08;0.11;0.14;0.16;0.17;0.16;0.11;-0.144;0.2;0.158295584
27-10-2015;0.08;0.08;0.11;0.14;0.16;0.17;0.16;0.12;-0.137;0.2;0.158295584
28-10-2015;0.05;0.08;0.11;0.14;0.17;0.18;0.16;0.11;-0.145;0.2;0.158295584
29-10-2015;0.08;0.08;0.11;0.14;0.17;0.18;0.16;0.11;-0.143;0.2;0.158295584
30-10-2015;0.05;0.08;0.11;0.14;0.17;0.18;0.16;0.1;-0.129;0.2;0.158295584
2-11-2015;0.05;0.09;0.11;0.16;0.17;0.18;0.16;0.1;-0.129;0.1;0.158295584
3-11-2015;0.08;0.09;0.11;0.16;0.17;0.18;0.16;0.11;-0.134;0.1;0.158295584
4-11-2015;0.05;0.09;0.11;0.16;0.18;0.19;0.17;0.12;-0.13;0.1;0.158295584
5-11-2015;0.05;0.09;0.11;0.16;0.18;0.19;0.17;0.11;-0.129;0.1;0.158295584
6-11-2015;0.05;0.09;0.11;0.16;0.18;0.19;0.17;0.11;-0.138;0.1;0.158295584
9-11-2015;0.05;0.12;0.11;0.16;0.18;0.19;0.17;0.12;-0.145;0.1;0.158295584
10-11-2015;0.06;0.09;0.11;0.16;0.18;0.18;0.16;0.1;-0.139;0.1;0.158295584
11-11-2015;0.06;0.09;0.13;0.16;0.18;0.18;0.16;0.11;-0.131;0.1;0.158295584
12-11-2015;0.06;0.1;0.13;0.15;0.18;0.17;0.15;0.1;-0.138;0.1;0.158295584
13-11-2015;0.09;0.09;0.13;0.17;0.18;0.18;0.16;0.1;-0.132;0.1;0.158295584
16-11-2015;0.06;0.09;0.13;0.15;0.18;0.18;0.16;0.11;-0.138;0.1;0.158295584
17-11-2015;0.06;0.09;0.13;0.14;0.17;0.17;0.15;0.11;-0.131;0.1;0.158295584
18-11-2015;0.09;0.08;0.12;0.13;0.17;0.18;0.17;0.11;-0.129;0.1;0.158295584
19-11-2015;0.06;0.08;0.11;0.13;0.17;0.19;0.17;0.11;-0.137;0.1;0.158295584
20-11-2015;0.05;0.08;0.1;0.12;0.16;0.18;0.16;0.1;-0.133;0.1;0.158295584
23-11-2015;0.06;0.09;0.12;0.12;0.15;0.17;0.16;0.1;-0.138;0.1;0.158295584
24-11-2015;0.09;0.09;0.09;0.08;0.13;0.15;0.14;0.09;-0.139;0.1;0.158295584
25-11-2015;0.08;0.09;0.09;0.09;0.14;0.16;0.14;0.09;-0.134;0.1;0.158295584
26-11-2015;0.07;0.09;0.08;0.11;0.15;0.15;0.13;0.1;-0.139;0.1;0.158295584
27-11-2015;0.09;0.1;0.08;0.09;0.14;0.16;0.14;0.1;-0.138;0.1;0.158295584
30-11-2015;0.07;0.07;0.08;0.09;0.14;0.16;0.14;0.09;-0.127;0.1;0.158295584
1-12-2015;0.06;0.08;0.08;0.08;0.14;0.16;0.14;0.09;-0.131;0.2;0.158295584
2-12-2015;0.07;0.08;0.08;0.08;0.16;0.16;0.14;0.09;-0.132;0.2;0.158295584
3-12-2015;0.08;0.09;0.08;0.08;0.18;0.15;0.13;0.09;-0.136;0.2;0.158295584
4-12-2015;0.1;0.09;0.09;0.09;0.1;0.17;0.18;0.15;-0.138;0.2;0.158295584
7-12-2015;0.1;0.1;0.1;0.08;0.1;0.13;0.14;0.1;-0.142;0.2;0.158295584
8-12-2015;0.1;0.1;0.1;0.08;0.09;0.13;0.14;0.1;-0.147;0.2;0.158295584
9-12-2015;0.13;0.09;0.1;0.08;0.09;0.13;0.14;0.1;-0.235;0.2;0.158295584
10-12-2015;0.11;0.09;0.12;0.09;0.09;0.14;0.15;0.1;-0.232;0.2;0.158295584
11-12-2015;0.1;0.08;0.09;0.09;0.08;0.14;0.15;0.1;-0.231;0.2;0.158295584
14-12-2015;0.09;0.07;0.09;0.09;0.08;0.14;0.15;0.12;-0.23;0.2;0.158295584
15-12-2015;0.09;0.07;0.09;0.08;0.08;0.15;0.15;0.11;-0.239;0.2;0.158295584
16-12-2015;0.09;0.07;0.09;0.07;0.08;0.15;0.16;0.11;-0.241;0.2;0.158295584
17-12-2015;0.09;0.08;0.09;0.07;0.08;0.15;0.16;0.11;-0.238;0.2;0.158295584
18-12-2015;0.09;0.06;0.09;0.07;0.08;0.15;0.16;0.11;-0.237;0.2;0.158295584
21-12-2015;0.09;0.05;0.08;0.07;0.08;0.15;0.16;0.11;-0.231;0.2;0.158295584
22-12-2015;0.09;0.07;0.08;0.07;0.08;0.15;0.16;0.11;-0.231;0.2;0.158295584
23-12-2015;0.09;0.07;0.08;0.07;0.08;0.16;0.16;0.11;-0.234;0.2;0.158295584
24-12-2015;0.09;0.07;0.09;0.08;0.08;0.16;0.16;0.11;-0.244;0.2;0.158295584
28-12-2015;0.13;0.07;0.07;0.06;0.08;0.16;0.16;0.11;-0.238;0.2;0.158295584
29-12-2015;0.1;0.07;0.07;0.06;0.08;0.16;0.16;0.11;-0.223;0.2;0.158295584
30-12-2015;0.1;0.07;0.07;0.06;0.08;0.16;0.16;0.11;-0.14;0.2;0.158295584
31-12-2015;0.1;0.07;0.07;0.06;0.08;0.16;0.16;0.11;-0.127;0.2;0.158295584
4-1-2016;0.06;0.06;0.07;0.06;0.08;0.16;0.16;0.12;-0.241;0.3;1.133260769
5-1-2016;0.08;0.06;0.07;0.06;0.08;0.16;0.16;0.12;-0.251;0.3;1.133260769
6-1-2016;0.08;0.06;0.08;0.06;0.09;0.15;0.17;0.14;-0.253;0.3;1.133260769
7-1-2016;0.07;0.06;0.08;0.06;0.08;0.16;0.17;0.14;-0.233;0.3;1.133260769
8-1-2016;0.07;0.06;0.08;0.06;0.09;0.16;0.16;0.12;-0.235;0.3;1.133260769
11-1-2016;0.07;0.06;0.08;0.06;0.09;0.16;0.16;0.11;-0.236;0.3;1.133260769
12-1-2016;0.07;0.06;0.08;0.06;0.09;0.16;0.16;0.11;-0.233;0.3;1.133260769
13-1-2016;0.07;0.08;0.12;0.06;0.1;0.16;0.16;0.11;-0.237;0.3;1.133260769
14-1-2016;0.07;0.06;0.08;0.06;0.1;0.16;0.16;0.11;-0.24;0.3;1.133260769
15-1-2016;0.07;0.06;0.08;0.06;0.1;0.16;0.16;0.12;-0.239;0.3;1.133260769
18-1-2016;0.07;0.06;0.08;0.06;0.1;0.16;0.16;0.12;-0.24;0.3;1.133260769
19-1-2016;0.06;0.06;0.08;0.06;0.1;0.16;0.16;0.11;-0.239;0.3;1.133260769
20-1-2016;0.07;0.06;0.08;0.06;0.1;0.16;0.16;0.12;-0.238;0.3;1.133260769
21-1-2016;0.06;0.06;0.08;0.06;0.11;0.16;0.16;0.13;-0.24;0.3;1.133260769
22-1-2016;0.06;0.06;0.08;0.06;0.11;0.15;0.15;0.12;-0.241;0.3;1.133260769
25-1-2016;0.07;0.06;0.08;0.06;0.11;0.14;0.14;0.12;-0.238;0.3;1.133260769
26-1-2016;0.06;0.06;0.08;0.06;0.11;0.13;0.13;0.11;-0.236;0.3;1.133260769
27-1-2016;0.09;0.06;0.08;0.07;0.12;0.13;0.13;0.11;-0.237;0.3;1.133260769
28-1-2016;0.06;0.06;0.08;0.07;0.12;0.13;0.13;0.11;-0.239;0.3;1.133260769
29-1-2016;0.07;0.06;0.09;0.08;0.13;0.15;0.14;0.12;-0.228;0.3;1.133260769
1-2-2016;0.06;0.06;0.09;0.08;0.13;0.14;0.14;0.11;-0.237;-0.1;1.133260769
2-2-2016;0.07;0.08;0.09;0.08;0.13;0.14;0.14;0.11;-0.232;-0.1;1.133260769
3-2-2016;0.07;0.08;0.09;0.08;0.13;0.14;0.14;0.11;-0.247;-0.1;1.133260769
4-2-2016;0.07;0.08;0.09;0.08;0.13;0.15;0.15;0.11;-0.231;-0.1;1.133260769
5-2-2016;0.07;0.08;0.09;0.08;0.13;0.15;0.15;0.11;-0.236;-0.1;1.133260769
8-2-2016;0.07;0.08;0.09;0.08;0.13;0.15;0.15;0.11;-0.242;-0.1;1.133260769
9-2-2016;0.07;0.08;0.09;0.08;0.13;0.14;0.15;0.12;-0.237;-0.1;1.133260769
10-2-2016;0.07;0.08;0.09;0.08;0.13;0.14;0.15;0.11;-0.237;-0.1;1.133260769
11-2-2016;0.07;0.08;0.09;0.08;0.12;0.14;0.14;0.11;-0.239;-0.1;1.133260769
12-2-2016;0.07;0.08;0.09;0.08;0.13;0.14;0.15;0.12;-0.24;-0.1;1.133260769
15-2-2016;0.07;0.08;0.09;0.08;0.13;0.13;0.13;0.1;-0.243;-0.1;1.133260769
16-2-2016;0.07;0.08;0.09;0.09;0.14;0.16;0.13;0.1;-0.242;-0.1;1.133260769
17-2-2016;0.07;0.08;0.08;0.08;0.14;0.15;0.12;0.1;-0.244;-0.1;1.133260769
18-2-2016;0.07;0.08;0.08;0.09;0.15;0.16;0.13;0.1;-0.244;-0.1;1.133260769
19-2-2016;0.07;0.07;0.09;0.09;0.15;0.16;0.14;0.1;-0.243;-0.1;1.133260769
22-2-2016;0.06;0.07;0.09;0.1;0.15;0.17;0.14;0.1;-0.242;-0.1;1.133260769
23-2-2016;0.06;0.07;0.1;0.1;0.15;0.15;0.13;0.1;-0.246;-0.1;1.133260769
24-2-2016;0.07;0.08;0.1;0.1;0.15;0.15;0.13;0.1;-0.247;-0.1;1.133260769
25-2-2016;0.07;0.08;0.1;0.1;0.15;0.16;0.13;0.1;-0.249;-0.1;1.133260769
26-2-2016;0.07;0.08;0.11;0.11;0.16;0.16;0.14;0.1;-0.243;-0.1;1.133260769
29-2-2016;0.07;0.08;0.11;0.1;0.15;0.16;0.14;0.1;-0.227;-0.1;1.133260769
1-3-2016;0.07;0.08;0.12;0.12;0.17;0.15;0.14;0.1;-0.238;0;1.133260769
2-3-2016;0.07;0.07;0.11;0.12;0.19;0.15;0.13;0.1;-0.234;0;1.133260769
3-3-2016;0.07;0.06;0.1;0.12;0.19;0.15;0.14;0.1;-0.238;0;1.133260769
4-3-2016;0.07;0.06;0.1;0.12;0.18;0.15;0.14;0.1;-0.236;0;1.133260769
7-3-2016;0.07;0.06;0.11;0.12;0.17;0.15;0.13;0.11;-0.239;0;1.133260769
8-3-2016;0.06;0.06;0.11;0.12;0.17;0.15;0.14;0.12;-0.234;0;1.133260769
9-3-2016;0.05;0.05;0.1;0.13;0.18;0.15;0.14;0.12;-0.236;0;1.133260769
10-3-2016;0.07;0.07;0.11;0.13;0.18;0.15;0.14;0.12;-0.242;0;1.133260769
11-3-2016;0.11;0.13;0.09;0.09;0.18;0.2;0.15;0.12;-0.242;0;1.133260769
14-3-2016;0.09;0.08;0.08;0.09;0.18;0.16;0.16;0.13;-0.243;0;1.133260769
15-3-2016;0.1;0.07;0.08;0.09;0.19;0.16;0.16;0.13;-0.248;0;1.133260769
16-3-2016;0.07;0.06;0.07;0.08;0.19;0.16;0.16;0.13;-0.339;0;1.133260769
17-3-2016;0.06;0.05;0.07;0.08;0.19;0.16;0.16;0.13;-0.347;0;1.133260769
18-3-2016;0.08;0.05;0.06;0.08;0.19;0.17;0.16;0.13;-0.345;0;1.133260769
21-3-2016;0.06;0.05;0.06;0.08;0.19;0.17;0.16;0.13;-0.345;0;1.133260769
22-3-2016;0.06;0.05;0.06;0.09;0.22;0.17;0.16;0.13;-0.344;0;1.133260769
23-3-2016;0.07;0.05;0.06;0.09;0.22;0.19;0.16;0.13;-0.346;0;1.133260769
24-3-2016;0.05;0.05;0.05;0.09;0.22;0.19;0.16;0.13;-0.349;0;1.133260769
29-3-2016;0.05;0.05;0.05;0.09;0.22;0.19;0.16;0.13;-0.347;0;1.133260769
30-3-2016;0.05;0.04;0.05;0.09;0.22;0.19;0.16;0.13;-0.347;0;1.133260769
31-3-2016;0.05;0.04;0.05;0.09;0.22;0.19;0.16;0.13;-0.303;0;1.133260769
1-4-2016;0.07;0.04;0.05;0.09;0.22;0.19;0.16;0.13;-0.335;-0.2;-1.590209127
4-4-2016;0.05;0.04;0.05;0.12;0.22;0.19;0.16;0.13;-0.331;-0.2;-1.590209127
5-4-2016;0.05;0.04;0.05;0.09;0.22;0.19;0.16;0.13;-0.332;-0.2;-1.590209127
6-4-2016;0.08;0.05;0.05;0.08;0.22;0.19;0.16;0.13;-0.334;-0.2;-1.590209127
7-4-2016;0.08;0.05;0.07;0.08;0.21;0.19;0.16;0.13;-0.33;-0.2;-1.590209127
8-4-2016;0.05;0.05;0.07;0.09;0.21;0.19;0.16;0.13;-0.334;-0.2;-1.590209127
11-4-2016;0.05;0.05;0.07;0.09;0.21;0.19;0.16;0.13;-0.333;-0.2;-1.590209127
12-4-2016;0.07;0.05;0.07;0.09;0.2;0.19;0.16;0.14;-0.341;-0.2;-1.590209127
13-4-2016;0.06;0.05;0.07;0.09;0.2;0.19;0.16;0.14;-0.337;-0.2;-1.590209127
14-4-2016;0.07;0.04;0.06;0.08;0.2;0.19;0.16;0.14;-0.34;-0.2;-1.590209127
15-4-2016;0.05;0.04;0.06;0.08;0.2;0.19;0.16;0.14;-0.341;-0.2;-1.590209127
18-4-2016;0.05;0.04;0.06;0.08;0.2;0.19;0.16;0.14;-0.348;-0.2;-1.590209127
19-4-2016;0.05;0.04;0.06;0.08;0.2;0.19;0.16;0.14;-0.34;-0.2;-1.590209127
20-4-2016;0.07;0.06;0.06;0.08;0.2;0.19;0.16;0.14;-0.343;-0.2;-1.590209127
21-4-2016;0.07;0.06;0.06;0.08;0.2;0.19;0.16;0.14;-0.342;-0.2;-1.590209127
22-4-2016;0.07;0.07;0.06;0.08;0.2;0.19;0.16;0.14;-0.34;-0.2;-1.590209127
25-4-2016;0.07;0.06;0.06;0.08;0.2;0.19;0.16;0.14;-0.341;-0.2;-1.590209127
26-4-2016;0.07;0.06;0.06;0.08;0.2;0.2;0.16;0.14;-0.342;-0.2;-1.590209127
27-4-2016;0.07;0.06;0.06;0.09;0.2;0.2;0.17;0.14;-0.34;-0.2;-1.590209127
28-4-2016;0.07;0.07;0.07;0.09;0.2;0.2;0.17;0.14;-0.337;-0.2;-1.590209127
29-4-2016;0.07;0.06;0.07;0.09;0.2;0.2;0.17;0.14;-0.333;-0.2;-1.590209127
2-5-2016;0.07;0.06;0.07;0.09;0.2;0.2;0.17;0.14;-0.338;-0.1;-1.590209127
3-5-2016;0.07;0.06;0.06;0.09;0.2;0.2;0.17;0.14;-0.331;-0.1;-1.590209127
4-5-2016;0.08;0.06;0.06;0.09;0.2;0.2;0.17;0.17;-0.336;-0.1;-1.590209127
5-5-2016;0.08;0.06;0.06;0.09;0.21;0.2;0.17;0.14;-0.341;-0.1;-1.590209127
6-5-2016;0.07;0.06;0.06;0.09;0.2;0.2;0.17;0.14;-0.329;-0.1;-1.590209127
9-5-2016;0.07;0.06;0.07;0.09;0.21;0.21;0.17;0.14;-0.326;-0.1;-1.590209127
10-5-2016;0.07;0.06;0.07;0.08;0.21;0.22;0.17;0.14;-0.333;-0.1;-1.590209127
11-5-2016;0.07;0.06;0.07;0.08;0.21;0.22;0.17;0.14;-0.335;-0.1;-1.590209127
12-5-2016;0.07;0.06;0.07;0.08;0.21;0.22;0.17;0.14;-0.342;-0.1;-1.590209127
13-5-2016;0.07;0.06;0.09;0.08;0.21;0.22;0.18;0.15;-0.341;-0.1;-1.590209127
16-5-2016;0.07;0.07;0.07;0.09;0.21;0.22;0.18;0.16;-0.347;-0.1;-1.590209127
17-5-2016;0.07;0.06;0.07;0.08;0.22;0.22;0.19;0.16;-0.334;-0.1;-1.590209127
18-5-2016;0.06;0.05;0.06;0.07;0.22;0.24;0.19;0.16;-0.337;-0.1;-1.590209127
19-5-2016;0.06;0.05;0.06;0.08;0.22;0.24;0.18;0.16;-0.34;-0.1;-1.590209127
20-5-2016;0.06;0.05;0.06;0.08;0.22;0.24;0.18;0.16;-0.335;-0.1;-1.590209127
23-5-2016;0.06;0.05;0.07;0.09;0.22;0.24;0.18;0.16;-0.338;-0.1;-1.590209127
24-5-2016;0.06;0.05;0.07;0.1;0.23;0.24;0.18;0.16;-0.34;-0.1;-1.590209127
